USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),Year,Month,Day,DayOfWeek,USD_Change,GBP_Change,EURO_Change,USD_Return,GBP_Return,EURO_Return,USD_MA_7,USD_MA_30
260.9,261.1,179.683,179.574,280.9,280.753,2001,2,12,0,0.20000000000004547,-0.10899999999998045,-0.14699999999999136,0.004617160446325652,-0.0018731483900372714,-0.0013232547799022498,263.13571428571424,265.01
261.5,260.75,179.849,179.456,281.485,282.197,2001,2,13,1,-0.75,-0.3930000000000007,0.7119999999999891,-0.0013404825737266535,-0.0006571107175873392,0.005143311024281116,262.2857142857143,264.665
260.9,260.25,179.103,178.559,283.495,283.404,2001,2,14,2,-0.6499999999999773,-0.5440000000000111,-0.09100000000000819,-0.0019175455417066445,-0.004998439728958637,0.004277153903124331,261.54285714285714,264.435
259.5,258.55,178.412,178.52,284.228,284.904,2001,2,15,3,-0.9499999999999886,0.10800000000000409,0.6759999999999877,-0.0065321805955811385,-0.00021841520169796347,0.00529279756107881,260.95,264.15
256.7,257.45,176.572,177.063,281.531,280.967,2001,2,16,4,0.75,0.49099999999998545,-0.5640000000000214,-0.00425449622896934,-0.008161550526551764,-0.013818689804285023,260.13571428571424,263.8183333333333
258.95,259.45,178.279,179.055,281.131,281.613,2001,2,19,0,0.5,0.7760000000000105,0.48200000000002774,0.0077684987376189785,0.01125023296792671,0.002299202397434641,259.6357142857143,263.5233333333333
258.3,256.25,179.412,177.705,283.846,282.587,2001,2,20,1,-2.0500000000000114,-1.7069999999999936,-1.2590000000000146,-0.012333783002505205,-0.0075395828097512,0.0034586471505222427,259.1142857142857,263.165
257.3,257.5,178.124,178.225,280.895,281.729,2001,2,21,2,0.19999999999998863,0.10099999999999909,0.8340000000000032,0.004878048780487809,0.002926197912270334,-0.003036233089278695,258.59999999999997,262.87166666666667
258.0,258.85,178.918,179.048,284.831,286.149,2001,2,22,3,0.8500000000000227,0.12999999999999545,1.3179999999999836,0.005242718446601957,0.0046177584513957814,0.015688835725111705,258.3285714285714,262.695
259.95,260.45,179.934,179.869,287.174,286.681,2001,2,23,4,0.5,-0.06499999999999773,-0.492999999999995,0.006181186015066453,0.00458536258433484,0.0018591712709112862,258.35714285714283,262.5866666666667
262.8,263.2,181.24,182.019,288.474,288.85,2001,2,26,0,0.39999999999997726,0.7789999999999964,0.3760000000000332,0.010558648492992928,0.011953143676787015,0.007565900774728851,259.02142857142854,262.57666666666665
268.1,268.3,185.601,185.971,292.845,292.043,2001,2,27,1,0.19999999999998863,0.37000000000000455,-0.8020000000000209,0.01937689969604861,0.02171201907493181,0.011054180370434485,260.57142857142856,262.70500000000004
265.0,266.7,183.366,185.144,287.512,289.828,2001,2,28,2,1.6999999999999886,1.7779999999999916,2.315999999999974,-0.005963473723443968,-0.004446929897672258,-0.007584499542875656,261.60714285714283,262.81166666666667
266.7,266.35,184.122,183.247,287.858,286.398,2001,3,1,3,-0.3499999999999659,-0.875,-1.4599999999999795,-0.001312335958005173,-0.010246078727909058,-0.01183460535213976,263.05,262.85999999999996
263.35,263.1,179.638,178.433,281.207,280.73,2001,3,2,4,-0.25,-1.2050000000000125,-0.47699999999997544,-0.012201989862962281,-0.026270552860347074,-0.019790640996096398,263.85,262.8
261.85,262.5,178.275,178.754,281.076,282.197,2001,3,5,0,0.6499999999999773,0.478999999999985,1.120999999999981,-0.0022805017103764147,0.001798994580598956,0.00522566166779459,264.37142857142857,262.67833333333334
262.6,261.85,179.066,178.652,283.279,282.014,2001,3,6,1,-0.75,-0.4140000000000157,-1.2649999999999864,-0.0024761904761904097,-0.0005706166015865266,-0.0006484831518407397,264.5714285714286,262.5366666666667
261.55,260.65,178.618,178.625,279.942,281.085,2001,3,7,2,-0.9000000000000341,0.007000000000005002,1.1429999999999723,-0.004582776398701749,-0.00015113180932757597,-0.003294162701142578,264.20714285714286,262.4166666666667
263.6,263.65,179.405,179.623,282.62,282.947,2001,3,8,3,0.049999999999954525,0.2179999999999893,0.3269999999999982,0.011509687320161222,0.0055871238628411035,0.0066243307184661315,263.54285714285714,262.375
268.75,269.8,182.823,183.775,287.587,289.175,2001,3,9,4,1.0500000000000114,0.9519999999999982,1.5880000000000223,0.02332637967001716,0.023115079917382708,0.0220111893746886,263.9857142857143,262.5833333333333
270.5,272.5,184.516,185.981,290.548,293.326,2001,3,12,0,2.0,1.4650000000000034,2.77800000000002,0.010007412898443313,0.012003809005577404,0.014354629549580666,264.8642857142857,262.905
269.4,269.3,184.926,185.29,291.716,292.495,2001,3,13,1,-0.0999999999999659,0.3640000000000043,0.7789999999999964,-0.01174311926605498,-0.0037154332969496773,-0.002833025371088871,265.75,263.05
267.45,263.85,184.131,182.28,292.327,289.627,2001,3,14,2,-3.599999999999966,-1.850999999999999,-2.6999999999999886,-0.020237653174897785,-0.016244805440120857,-0.009805295817022497,265.9428571428572,263.02833333333336
262.7,262.05,181.611,181.639,288.681,289.079,2001,3,15,3,-0.6499999999999773,0.02800000000002001,0.39800000000002456,-0.006822057987492913,-0.0035165679174895548,-0.0018920887900644168,265.9714285714286,262.84166666666664
260.2,260.7,181.324,182.028,290.889,290.862,2001,3,16,4,0.5,0.7039999999999793,-0.026999999999986812,-0.005151688609044136,0.0021416105572040767,0.006167864147862856,265.97857142857146,262.64166666666665
260.5,260.55,181.939,182.381,289.605,290.08,2001,3,19,0,0.05000000000001137,0.4420000000000073,0.4749999999999659,-0.0005753739930953738,0.0019392620915463787,-0.002688560210684199,265.5357142857143,262.47833333333335
262.6,261.55,183.636,183.03,290.487,289.806,2001,3,20,1,-1.0500000000000114,-0.6059999999999945,-0.68100000000004,0.0038380349261177837,0.0035584847105785133,-0.0009445670159955455,264.35714285714283,262.44
261.2,262.0,182.913,183.409,290.933,291.597,2001,3,21,2,0.8000000000000114,0.4959999999999809,0.6639999999999873,0.0017205123303383196,0.0020706987925476206,0.0061799962733690705,262.85714285714283,262.4016666666667
262.25,261.15,184.346,184.103,294.497,294.918,2001,3,22,3,-1.1000000000000227,-0.242999999999995,0.42099999999999227,-0.0032442748091603413,0.003783892829686719,0.011389006059733253,261.6928571428572,262.34166666666664
262.3,262.85,183.748,184.069,293.63,294.411,2001,3,23,4,0.5500000000000114,0.32099999999999795,0.7810000000000059,0.006509668772736177,-0.00018467922847542617,-0.0017191219254165668,261.55,262.44
261.3,262.2,182.23,182.909,292.839,293.125,2001,3,26,0,0.8999999999999773,0.679000000000002,0.28600000000000136,-0.0024728932851437735,-0.006301984581868703,-0.004368043313598968,261.57142857142856,262.47666666666663
262.75,262.0,183.293,182.324,293.215,292.085,2001,3,27,1,-0.75,-0.9689999999999941,-1.1299999999999955,-0.0007627765064835978,-0.003198311728783043,-0.003547974413646071,261.75714285714287,262.5183333333333
261.2,260.15,182.785,181.669,294.244,292.962,2001,3,28,2,-1.0500000000000114,-1.1159999999999854,-1.282000000000039,-0.007061068702290174,-0.003592505649283706,0.003002550627385858,261.7,262.515
260.2,260.15,180.694,180.949,293.183,294.121,2001,3,29,3,-0.05000000000001137,0.2550000000000239,0.9379999999999882,0.0,-0.003963251848141391,0.0039561444829021575,261.5,262.5683333333333
259.05,257.7,181.789,180.627,294.041,291.252,2001,3,30,4,-1.3500000000000227,-1.1619999999999777,-2.7889999999999873,-0.009417643667115061,-0.0017795069328927493,-0.009754488798827565,260.8857142857143,262.57666666666665
257.55,255.95,181.603,180.208,293.571,291.415,2001,4,2,0,-1.6000000000000227,-1.3950000000000102,-2.156000000000006,-0.006790842064415936,-0.002319697498159301,0.0005596528092510766,260.14285714285717,262.46
257.0,257.1,180.414,180.295,290.461,290.246,2001,4,3,1,0.10000000000002274,-0.11899999999999977,-0.21500000000003183,0.004493065051768053,0.0004827754594689537,-0.0040114613180517456,259.32142857142856,262.48833333333334
259.2,259.45,180.753,180.953,289.383,287.002,2001,4,4,2,0.25,0.20000000000001705,-2.380999999999972,0.009140412290937316,0.0036495743087718857,-0.01117672594971153,258.92857142857144,262.55333333333334
258.2,258.1,180.219,180.616,287.016,287.416,2001,4,5,3,-0.0999999999999659,0.3970000000000198,0.39999999999997726,-0.005203314704181783,-0.001862362049813937,0.0014424986585459543,258.37142857142857,262.52833333333336
258.1,258.8,180.414,180.474,286.587,287.715,2001,4,6,4,0.6999999999999886,0.060000000000002274,1.127999999999986,0.0027121270825261057,-0.0007861983434469533,0.0010403039496755806,258.17857142857144,262.4733333333333
260.9,259.0,180.491,178.806,288.926,286.981,2001,4,9,0,-1.8999999999999773,-1.6850000000000023,-1.9449999999999932,0.0007727975270479526,-0.009242328534858069,-0.002551135672453575,258.0142857142857,262.3333333333333
257.05,256.65,178.05,177.674,286.982,286.92,2001,4,10,1,-0.4000000000000341,-0.3760000000000048,-0.06200000000001182,-0.009073359073359155,-0.006330883751104577,-0.0002125576257661077,257.8642857142857,261.945
258.45,257.7,179.854,179.845,290.393,292.078,2001,4,11,2,-0.75,-0.009000000000014552,1.6850000000000023,0.004091174751607252,0.012219007845829966,0.017977136484037315,258.1142857142857,261.645
259.4,259.25,180.792,180.411,292.117,291.063,2001,4,12,3,-0.14999999999997726,-0.3810000000000002,-1.0540000000000305,0.006014745828482715,0.003147154494147708,-0.003475099117358993,258.4214285714286,261.40833333333336
262.15,260.55,182.327,181.733,297.222,295.844,2001,4,17,1,-1.599999999999966,-0.5939999999999941,-1.377999999999986,0.005014464802314489,0.007327712833474775,0.016425997120898206,258.5785714285714,261.3233333333333
260.1,258.85,182.143,181.968,295.233,295.491,2001,4,18,2,-1.25,-0.17500000000001137,0.25799999999998136,-0.006524659374400277,0.0012931058200766898,-0.0011931964143264695,258.6857142857143,261.20166666666665
261.35,263.1,182.762,183.153,295.745,295.951,2001,4,19,3,1.75,0.39099999999999113,0.20600000000001728,0.016418775352520676,0.006512134001582792,0.0015567310002675416,259.3,261.2433333333333
